City,Date,Time,Anomaly_Upload_Download_Ratio,Consistency_External_Connections,DNS_Response_Time,Change_Traffic_Type,Latency_Variability,Response_Service_Disruptions,Changes_Network_Topology,Throttling_Traffic_Management,End_Point_Issues,Network_Jitter,Historical_Data_Analysis,Server_Response_Time,Correlation_Third_Party_Services,Frequent_IP_Address_Changes,Unplanned_Maintenance,Comparative_Subnet_Performance,Connection_Drops_Handovers
Urmia,9/10/2023,1:20:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,1:30:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,1:40:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,1:50:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,2:00:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,2:10:00 AM,1.5,38,180,12,13,23,0,76,17,47.18,86,26,6,0,1,10,63
Urmia,9/10/2023,2:20:00 AM,0.9,69,152,55,38,71,1,12,77,16.55,4,10,12,1,0,58,29
Urmia,9/10/2023,2:30:00 AM,1.32,100,100,21,4,98,1,23,65,16.27,90,264,7,0,1,23,94
Urmia,9/10/2023,2:40:00 AM,0.95,69,63,70,48,38,0,31,69,8.7,61,201,19,0,1,29,2
Urmia,9/10/2023,2:50:00 AM,1.25,93,96,15,12,100,1,2,30,22.65,66,110,29,0,0,72,1
Urmia,9/10/2023,3:00:00 AM,1.24,79,22,82,39,9,0,53,18,46.75,51,149,33,1,0,4,25
Urmia,9/10/2023,3:10:00 AM,0.73,23,109,47,36,83,1,92,68,1.03,13,144,43,0,0,16,64
Urmia,9/10/2023,3:20:00 AM,0.69,37,171,35,36,29,1,50,67,23.89,8,218,23,1,0,71,40
Urmia,9/10/2023,3:30:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,3:40:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,3:50:00 AM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,4:00:00 AM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,4:10:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,4:20:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,4:30:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,4:40:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,4:50:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,5:00:00 AM,0.65,71,155,71,16,0,1,66,68,16.82,20,88,65,0,0,57,78
Urmia,9/10/2023,5:10:00 AM,1.05,43,91,24,38,31,1,19,61,14.36,92,127,29,0,0,5,39
Urmia,9/10/2023,5:20:00 AM,1.44,5,18,27,49,64,0,90,34,27.85,53,18,70,0,0,8,69
Urmia,9/10/2023,5:30:00 AM,0.65,36,167,85,12,32,0,0,98,26.69,50,199,32,0,1,39,85
Urmia,9/10/2023,5:40:00 AM,0.99,7,143,97,9,44,1,90,41,4.47,99,37,46,0,0,14,67
Urmia,9/10/2023,5:50:00 AM,0.79,69,68,76,5,31,1,30,100,4.88,99,70,75,1,1,22,86
Urmia,9/10/2023,6:00:00 AM,1.46,6,127,78,50,60,1,85,27,37.8,11,220,42,1,0,33,68
Urmia,9/10/2023,6:10:00 AM,1.28,54,166,55,20,70,0,98,4,44.06,20,252,67,1,1,87,90
Urmia,9/10/2023,6:20:00 AM,1.32,36,161,51,19,2,1,38,27,3.58,10,197,95,1,1,54,10
Urmia,9/10/2023,6:30:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,6:40:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,6:50:00 AM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,7:00:00 AM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,7:10:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,7:20:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,7:30:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,7:40:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,7:50:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,8:00:00 AM,1.5,38,180,12,13,23,0,76,17,47.18,86,26,6,0,1,10,63
Urmia,9/10/2023,8:10:00 AM,1.24,79,22,82,39,9,0,53,18,46.75,51,149,33,1,0,4,25
Urmia,9/10/2023,8:20:00 AM,0.73,23,109,47,36,83,1,92,68,1.03,13,144,43,0,0,16,64
Urmia,9/10/2023,8:30:00 AM,0.69,37,171,35,36,29,1,50,67,23.89,8,218,23,1,0,71,40
Urmia,9/10/2023,8:40:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,8:50:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,9:00:00 AM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,9:10:00 AM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,9:20:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,9:30:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,9:40:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,9:50:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,10:00:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,10:10:00 AM,0.65,71,155,71,16,0,1,66,68,16.82,20,88,65,0,0,57,78
Urmia,9/10/2023,10:20:00 AM,1.05,43,91,24,38,31,1,19,61,14.36,92,127,29,0,0,5,39
Urmia,9/10/2023,10:30:00 AM,1.44,5,18,27,49,64,0,90,34,27.85,53,18,70,0,0,8,69
Urmia,9/10/2023,10:40:00 AM,0.65,36,167,85,12,32,0,0,98,26.69,50,199,32,0,1,39,85
Urmia,9/10/2023,10:50:00 AM,0.99,7,143,97,9,44,1,90,41,4.47,99,37,46,0,0,14,67
Urmia,9/10/2023,11:00:00 AM,0.79,69,68,76,5,31,1,30,100,4.88,99,70,75,1,1,22,86
Urmia,9/10/2023,11:10:00 AM,1.46,6,127,78,50,60,1,85,27,37.8,11,220,42,1,0,33,68
Urmia,9/10/2023,11:20:00 AM,1.28,54,166,55,20,70,0,98,4,44.06,20,252,67,1,1,87,90
Urmia,9/10/2023,11:30:00 AM,1.32,36,161,51,19,2,1,38,27,3.58,10,197,95,1,1,54,10
Urmia,9/10/2023,11:40:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,11:50:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,12:00:00 PM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,12:10:00 PM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,12:20:00 PM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,12:30:00 PM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,12:40:00 PM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,12:50:00 PM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,1:00:00 PM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,1:10:00 PM,1.5,38,180,12,13,23,0,76,17,47.18,86,26,6,0,1,10,63
Urmia,9/10/2023,1:20:00 PM,0.73,23,109,47,36,83,1,92,68,1.03,13,144,43,0,0,16,64
Urmia,9/10/2023,1:30:00 PM,0.69,37,171,35,36,29,1,50,67,23.89,8,218,23,1,0,71,40
Urmia,9/10/2023,1:40:00 PM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,1:50:00 PM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,2:00:00 PM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,2:10:00 PM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,2:20:00 PM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,2:30:00 PM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,2:40:00 PM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,2:50:00 PM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,3:00:00 PM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,3:10:00 PM,0.65,71,155,71,16,0,1,66,68,16.82,20,88,65,0,0,57,78
Urmia,9/10/2023,3:20:00 PM,1.05,43,91,24,38,31,1,19,61,14.36,92,127,29,0,0,5,39
Urmia,9/10/2023,3:30:00 PM,1.44,5,18,27,49,64,0,90,34,27.85,53,18,70,0,0,8,69
Urmia,9/10/2023,3:40:00 PM,0.65,36,167,85,12,32,0,0,98,26.69,50,199,32,0,1,39,85
Urmia,9/10/2023,3:50:00 PM,0.99,7,143,97,9,44,1,90,41,4.47,99,37,46,0,0,14,67
Urmia,9/10/2023,4:00:00 PM,0.79,69,68,76,5,31,1,30,100,4.88,99,70,75,1,1,22,86
Urmia,9/10/2023,4:10:00 PM,1.46,6,127,78,50,60,1,85,27,37.8,11,220,42,1,0,33,68
Urmia,9/10/2023,4:20:00 PM,1.28,54,166,55,20,70,0,98,4,44.06,20,252,67,1,1,87,90
Urmia,9/10/2023,4:30:00 PM,1.32,36,161,51,19,2,1,38,27,3.58,10,197,95,1,1,54,10
Urmia,9/10/2023,4:40:00 PM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,4:50:00 PM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,5:00:00 PM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,5:10:00 PM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,5:20:00 PM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,5:30:00 PM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,5:40:00 PM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,5:50:00 PM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,6:00:00 PM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,6:10:00 PM,1.5,38,180,12,13,23,0,76,17,47.18,86,26,6,0,1,10,63
Urmia,9/10/2023,6:20:00 PM,1.24,79,22,82,39,9,0,53,18,46.75,51,149,33,1,0,4,25
Urmia,9/10/2023,6:30:00 PM,0.73,23,109,47,36,83,1,92,68,1.03,13,144,43,0,0,16,64
Urmia,9/10/2023,6:40:00 PM,0.69,37,171,35,36,29,1,50,67,23.89,8,218,23,1,0,71,40
Urmia,9/10/2023,6:50:00 PM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,7:00:00 PM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,7:10:00 PM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,7:20:00 PM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,7:30:00 PM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,7:40:00 PM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,7:50:00 PM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,8:00:00 PM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,8:10:00 PM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,8:20:00 PM,0.65,71,155,71,16,0,1,66,68,16.82,20,88,65,0,0,57,78
Urmia,9/10/2023,8:30:00 PM,1.05,43,91,24,38,31,1,19,61,14.36,92,127,29,0,0,5,39
Urmia,9/10/2023,8:40:00 PM,1.44,5,18,27,49,64,0,90,34,27.85,53,18,70,0,0,8,69
Urmia,9/10/2023,8:50:00 PM,0.65,36,167,85,12,32,0,0,98,26.69,50,199,32,0,1,39,85
Urmia,9/10/2023,9:00:00 PM,0.99,7,143,97,9,44,1,90,41,4.47,99,37,46,0,0,14,67
Urmia,9/10/2023,9:10:00 PM,0.79,69,68,76,5,31,1,30,100,4.88,99,70,75,1,1,22,86
Urmia,9/10/2023,9:20:00 PM,1.46,6,127,78,50,60,1,85,27,37.8,11,220,42,1,0,33,68
Urmia,9/10/2023,9:30:00 PM,1.28,54,166,55,20,70,0,98,4,44.06,20,252,67,1,1,87,90
Urmia,9/10/2023,9:40:00 PM,1.32,36,161,51,19,2,1,38,27,3.58,10,197,95,1,1,54,10
Urmia,9/10/2023,9:50:00 PM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/10/2023,10:00:00 PM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/10/2023,10:10:00 PM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/10/2023,10:20:00 PM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/10/2023,10:30:00 PM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/10/2023,10:40:00 PM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/10/2023,10:50:00 PM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/10/2023,11:00:00 PM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/10/2023,11:10:00 PM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/10/2023,11:20:00 PM,1.5,38,180,12,13,23,0,76,17,47.18,86,26,6,0,1,10,63
Urmia,9/10/2023,11:30:00 PM,1.13,57,181,21,13,9,0,94,84,16.21,93,109,42,1,0,15,58
Urmia,9/10/2023,11:40:00 PM,0.59,25,109,96,24,28,0,40,77,16.64,44,299,57,0,1,69,82
Urmia,9/10/2023,11:50:00 PM,0.9,69,152,55,38,71,1,12,77,16.55,4,10,12,1,0,58,29
Urmia,9/11/2023,12:00:00 AM,1.32,100,100,21,4,98,1,23,65,16.27,90,264,7,0,1,23,94
Urmia,9/11/2023,12:10:00 AM,0.95,69,63,70,48,38,0,31,69,8.7,61,201,19,0,1,29,2
Urmia,9/11/2023,12:20:00 AM,1.25,93,96,15,12,100,1,2,30,22.65,66,110,29,0,0,72,1
Urmia,9/11/2023,12:30:00 AM,1.24,79,22,82,39,9,0,53,18,46.75,51,149,33,1,0,4,25
Urmia,9/11/2023,12:40:00 AM,0.73,23,109,47,36,83,1,92,68,1.03,13,144,43,0,0,16,64
Urmia,9/11/2023,12:50:00 AM,0.69,37,171,35,36,29,1,50,67,23.89,8,218,23,1,0,71,40
Urmia,9/11/2023,1:00:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/11/2023,1:10:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/11/2023,1:20:00 AM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/11/2023,1:30:00 AM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/11/2023,1:40:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/11/2023,1:50:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/11/2023,2:00:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/11/2023,2:10:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/11/2023,2:20:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/11/2023,2:30:00 AM,0.65,71,155,71,16,0,1,66,68,16.82,20,88,65,0,0,57,78
Urmia,9/11/2023,2:40:00 AM,1.05,43,91,24,38,31,1,19,61,14.36,92,127,29,0,0,5,39
Urmia,9/11/2023,2:50:00 AM,1.44,5,18,27,49,64,0,90,34,27.85,53,18,70,0,0,8,69
Urmia,9/11/2023,3:00:00 AM,0.65,36,167,85,12,32,0,0,98,26.69,50,199,32,0,1,39,85
Urmia,9/11/2023,3:10:00 AM,0.99,7,143,97,9,44,1,90,41,4.47,99,37,46,0,0,14,67
Urmia,9/11/2023,3:20:00 AM,0.79,69,68,76,5,31,1,30,100,4.88,99,70,75,1,1,22,86
Urmia,9/11/2023,3:30:00 AM,1.46,6,127,78,50,60,1,85,27,37.8,11,220,42,1,0,33,68
Urmia,9/11/2023,3:40:00 AM,1.28,54,166,55,20,70,0,98,4,44.06,20,252,67,1,1,87,90
Urmia,9/11/2023,3:50:00 AM,1.32,36,161,51,19,2,1,38,27,3.58,10,197,95,1,1,54,10
Urmia,9/11/2023,4:00:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/11/2023,4:10:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/11/2023,4:20:00 AM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/11/2023,4:30:00 AM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/11/2023,4:40:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/11/2023,4:50:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/11/2023,5:00:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/11/2023,5:10:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/11/2023,5:20:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/11/2023,5:30:00 AM,1.5,38,180,12,13,23,0,76,17,47.18,86,26,6,0,1,10,63
Urmia,9/11/2023,5:40:00 AM,0.95,69,63,70,48,38,0,31,69,8.7,61,201,19,0,1,29,2
Urmia,9/11/2023,5:50:00 AM,1.25,93,96,15,12,100,1,2,30,22.65,66,110,29,0,0,72,1
Urmia,9/11/2023,6:00:00 AM,1.24,79,22,82,39,9,0,53,18,46.75,51,149,33,1,0,4,25
Urmia,9/11/2023,6:10:00 AM,0.73,23,109,47,36,83,1,92,68,1.03,13,144,43,0,0,16,64
Urmia,9/11/2023,6:20:00 AM,0.69,37,171,35,36,29,1,50,67,23.89,8,218,23,1,0,71,40
Urmia,9/11/2023,6:30:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/11/2023,6:40:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/11/2023,6:50:00 AM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/11/2023,7:00:00 AM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/11/2023,7:10:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/11/2023,7:20:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/11/2023,7:30:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/11/2023,7:40:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/11/2023,7:50:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/11/2023,8:00:00 AM,0.65,71,155,71,16,0,1,66,68,16.82,20,88,65,0,0,57,78
Urmia,9/11/2023,8:10:00 AM,1.05,43,91,24,38,31,1,19,61,14.36,92,127,29,0,0,5,39
Urmia,9/11/2023,8:20:00 AM,1.44,5,18,27,49,64,0,90,34,27.85,53,18,70,0,0,8,69
Urmia,9/11/2023,8:30:00 AM,0.65,36,167,85,12,32,0,0,98,26.69,50,199,32,0,1,39,85
Urmia,9/11/2023,8:40:00 AM,0.99,7,143,97,9,44,1,90,41,4.47,99,37,46,0,0,14,67
Urmia,9/11/2023,8:50:00 AM,0.79,69,68,76,5,31,1,30,100,4.88,99,70,75,1,1,22,86
Urmia,9/11/2023,9:00:00 AM,1.46,6,127,78,50,60,1,85,27,37.8,11,220,42,1,0,33,68
Urmia,9/11/2023,9:10:00 AM,1.28,54,166,55,20,70,0,98,4,44.06,20,252,67,1,1,87,90
Urmia,9/11/2023,9:20:00 AM,1.32,36,161,51,19,2,1,38,27,3.58,10,197,95,1,1,54,10
Urmia,9/11/2023,9:30:00 AM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/11/2023,9:40:00 AM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/11/2023,9:50:00 AM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/11/2023,10:00:00 AM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/11/2023,10:10:00 AM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/11/2023,10:20:00 AM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/11/2023,10:30:00 AM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/11/2023,10:40:00 AM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/11/2023,10:50:00 AM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/11/2023,11:00:00 AM,1.5,38,180,12,13,23,0,76,17,47.18,86,26,6,0,1,10,63
Urmia,9/11/2023,11:10:00 AM,0.59,25,109,96,24,28,0,40,77,16.64,44,299,57,0,1,69,82
Urmia,9/11/2023,11:20:00 AM,0.9,69,152,55,38,71,1,12,77,16.55,4,10,12,1,0,58,29
Urmia,9/11/2023,11:30:00 AM,1.32,100,100,21,4,98,1,23,65,16.27,90,264,7,0,1,23,94
Urmia,9/11/2023,11:40:00 AM,0.95,69,63,70,48,38,0,31,69,8.7,61,201,19,0,1,29,2
Urmia,9/11/2023,11:50:00 AM,1.25,93,96,15,12,100,1,2,30,22.65,66,110,29,0,0,72,1
Urmia,9/11/2023,12:00:00 PM,1.24,79,22,82,39,9,0,53,18,46.75,51,149,33,1,0,4,25
Urmia,9/11/2023,12:10:00 PM,0.73,23,109,47,36,83,1,92,68,1.03,13,144,43,0,0,16,64
Urmia,9/11/2023,12:20:00 PM,0.69,37,171,35,36,29,1,50,67,23.89,8,218,23,1,0,71,40
Urmia,9/11/2023,12:30:00 PM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/11/2023,12:40:00 PM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/11/2023,12:50:00 PM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/11/2023,1:00:00 PM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
Urmia,9/11/2023,1:10:00 PM,1.39,30,28,83,11,19,1,72,12,9.05,65,292,37,1,1,41,2
Urmia,9/11/2023,1:20:00 PM,1.14,93,32,1,3,47,1,78,84,16.96,74,107,38,1,1,16,66
Urmia,9/11/2023,1:30:00 PM,1.24,85,107,67,14,9,0,17,94,28.99,73,45,2,0,1,36,92
Urmia,9/11/2023,1:40:00 PM,0.83,50,12,98,49,13,1,87,23,5.3,59,267,76,0,1,63,26
Urmia,9/11/2023,1:50:00 PM,1.31,100,22,49,8,23,1,76,27,30.74,88,138,43,0,0,41,48
Urmia,9/11/2023,2:00:00 PM,0.65,71,155,71,16,0,1,66,68,16.82,20,88,65,0,0,57,78
Urmia,9/11/2023,2:10:00 PM,1.05,43,91,24,38,31,1,19,61,14.36,92,127,29,0,0,5,39
Urmia,9/11/2023,2:20:00 PM,1.44,5,18,27,49,64,0,90,34,27.85,53,18,70,0,0,8,69
Urmia,9/11/2023,2:30:00 PM,0.65,36,167,85,12,32,0,0,98,26.69,50,199,32,0,1,39,85
Urmia,9/11/2023,2:40:00 PM,0.99,7,143,97,9,44,1,90,41,4.47,99,37,46,0,0,14,67
Urmia,9/11/2023,2:50:00 PM,0.79,69,68,76,5,31,1,30,100,4.88,99,70,75,1,1,22,86
Urmia,9/11/2023,3:00:00 PM,1.46,6,127,78,50,60,1,85,27,37.8,11,220,42,1,0,33,68
Urmia,9/11/2023,3:10:00 PM,1.28,54,166,55,20,70,0,98,4,44.06,20,252,67,1,1,87,90
Urmia,9/11/2023,3:20:00 PM,1.32,36,161,51,19,2,1,38,27,3.58,10,197,95,1,1,54,10
Urmia,9/11/2023,3:30:00 PM,1.15,8,35,70,26,10,0,23,25,14.01,35,130,78,0,1,52,12
Urmia,9/11/2023,3:40:00 PM,0.88,67,35,9,29,52,0,19,10,23.98,79,132,41,0,0,10,71
Urmia,9/11/2023,3:50:00 PM,1.44,37,66,66,41,69,1,62,93,41.64,75,274,25,1,0,11,52
Urmia,9/11/2023,4:00:00 PM,1.4,77,18,19,5,68,1,95,73,30.16,6,100,25,0,0,30,19
